探测器编号 时间 桩号 车速 车牌
D202150120145 2021-04-25T09:10 K96+430 4941 蓝渝A1859T
D202150120145 2021-04-25T09:10 K96+430 5013 蓝渝F80C00
D202150120145 2021-04-25T09:10 K96+430 5578 蓝渝AC708V
D202150120145 2021-04-25T09:10 K96+430 4188 蓝渝A063CX
D202150120145 2021-04-25T09:10 K96+430 4066 蓝渝D10B19
D202150120145 2021-04-25T09:10 K96+430 4160 蓝渝F3L586
D202150120145 2021-04-25T09:10 K96+430 4476 蓝渝AD58Z0
D202150120145 2021-04-25T09:10 K96+430 3029 蓝渝A4T158
D202150120145 2021-04-25T09:10 K96+430 4527 蓝渝FAK379
D202150120145 2021-04-25T09:10 K96+430 5180 蓝渝F11B90
D202150120145 2021-04-25T09:10 K96+430 2878 蓝渝F01W18
D202150120145 2021-04-25T09:10 K96+430 5446 蓝渝FDS104
D202150120145 2021-04-25T09:10 K96+430 4545 蓝渝FHW811
D202150120145 2021-04-25T09:10 K96+430 4435 蓝渝AJ991D
D202150120145 2021-04-25T09:10 K96+430 3312 蓝渝AD97W0
D202150120145 2021-04-25T09:10 K96+430 4514 蓝渝F1L520
D202150120145 2021-04-25T09:10 K96+430 4253 蓝渝DLC922
D202150120145 2021-04-25T09:10 K96+430 3853 蓝渝F6D337
D202150120145 2021-04-25T09:10 K96+430 2301 蓝渝A593WP
D202150120145 2021-04-25T09:10 K96+430 4340 蓝渝FML050
D202150120145 2021-04-25T09:10 K96+430 4177 蓝渝FMT019
D202150120145 2021-04-25T09:10 K96+430 3523 蓝渝AX37Q1
D202150120145 2021-04-25T09:10 K96+430 4479 蓝闽CD1M29
D202150120145 2021-04-25T09:10 K96+430 4460 蓝渝A6713T
D202150120145 2021-04-25T09:09 K96+430 4798 绿渝ADA6190
D202150120145 2021-04-25T09:09 K96+430 4599 蓝渝CM9978
D202150120145 2021-04-25T09:09 K96+430 3995 蓝渝FRA211
D202150120145 2021-04-25T09:09 K96+430 3419 蓝渝FBC399
D202150120145 2021-04-25T09:09 K96+430 4874 NO
D202150120145 2021-04-25T09:09 K96+430 3689 蓝渝DJA729
D202150120145 2021-04-25T09:09 K96+430 4755 蓝渝F8L722
D202150120145 2021-04-25T09:09 K96+430 3537 黄渝A09855F
D202150120145 2021-04-25T09:09 K96+430 4435 蓝渝AUK457
D202150120145 2021-04-25T09:09 K96+430 4072 蓝渝AS7Q83
D202150120145 2021-04-25T09:09 K96+430 3961 蓝渝A772TP
D202150120145 2021-04-25T09:09 K96+430 4417 蓝冀C57998
D202150120145 2021-04-25T09:09 K96+430 3482 蓝渝F7T979
D202150120145 2021-04-25T09:09 K96+430 3848 NO
D202150120145 2021-04-25T09:09 K96+430 4615 蓝渝AR162F
D202150120145 2021-04-25T09:09 K96+430 4347 蓝渝A508T6
D202150120145 2021-04-25T09:09 K96+430 4930 蓝渝AA197L
D202150120145 2021-04-25T09:09 K96+430 5086 蓝渝FLH182
D202150120145 2021-04-25T09:09 K96+430 4853 蓝渝FDQ011
D202150120145 2021-04-25T09:09 K96+430 3542 黄渝F28891
D202150120145 2021-04-25T09:09 K96+430 3780 绿渝ADC3826
D202150120145 2021-04-25T09:09 K96+430 6277 蓝渝DLC507
D202150120145 2021-04-25T09:09 K96+430 4735 蓝渝A50T42
D202150120145 2021-04-25T09:09 K96+430 4470 蓝渝A00MQ6
D202150120145 2021-04-25T09:09 K96+430 4932 蓝渝FBR088
D202150120145 2021-04-25T09:09 K96+430 4946 蓝渝D992X7
D202150120145 2021-04-25T09:09 K96+430 4551 蓝闽AX1D19
D202150120145 2021-04-25T09:09 K96+430 4349 蓝渝A2FZ76
D202150120145 2021-04-25T09:08 K96+430 4543 蓝渝FRT997
D202150120145 2021-04-25T09:08 K96+430 4603 蓝渝F18K65
D202150120145 2021-04-25T09:08 K96+430 3510 蓝渝FV9977
D202150120145 2021-04-25T09:08 K96+430 4286 蓝渝F8T775
D202150120145 2021-04-25T09:08 K96+430 5017 NO
D202150120145 2021-04-25T09:08 K96+430 5040 蓝渝F18920
D202150120145 2021-04-25T09:08 K96+430 4680 蓝渝F71U33
D202150120145 2021-04-25T09:08 K96+430 3624 蓝渝F88P19
D202150120145 2021-04-25T09:08 K96+430 3682 蓝渝A525VT
D202150120145 2021-04-25T09:08 K96+430 4527 蓝川FAS121
D202150120145 2021-04-25T09:08 K96+430 4549 蓝渝AK3G19
D202150120145 2021-04-25T09:08 K96+430 4074 蓝川A6N02P
D202150120145 2021-04-25T09:08 K96+430 4308 蓝渝AV30H8
D202150120145 2021-04-25T09:08 K96+430 4932 NO
D202150120145 2021-04-25T09:08 K96+430 4545 蓝渝FPT779
D202150120145 2021-04-25T09:08 K96+430 4461 蓝渝F18K77
D202150120145 2021-04-25T09:08 K96+430 5053 蓝渝A0637F
D202150120145 2021-04-25T09:08 K96+430 4463 蓝渝D070V9
D202150120145 2021-04-25T09:08 K96+430 4842 蓝渝F602J7
D202150120145 2021-04-25T09:08 K96+430 3189 蓝渝FAM190
D202150120145 2021-04-25T09:08 K96+430 5824 蓝渝FAM190
D202150120145 2021-04-25T09:08 K96+430 4435 蓝鄂QW1Q77
D202150120145 2021-04-25T09:08 K96+430 5081 蓝粤MWB172
D202150120145 2021-04-25T09:08 K96+430 4542 蓝渝F85A60
D202150120145 2021-04-25T09:08 K96+430 5035 NO
D202150120145 2021-04-25T09:08 K96+430 4620 蓝渝A863T9
D202150120145 2021-04-25T09:08 K96+430 5178 蓝渝F1W977
D202150120145 2021-04-25T09:08 K96+430 5610 蓝渝D996Q0
D202150120145 2021-04-25T09:08 K96+430 4343 蓝渝AG1S65
D202150120145 2021-04-25T09:07 K96+430 3784 蓝渝FDG717
D202150120145 2021-04-25T09:07 K96+430 4143 蓝渝F9V682
D202150120145 2021-04-25T09:07 K96+430 4212 蓝渝FQS086
D202150120145 2021-04-25T09:07 K96+430 4140 蓝渝A30QQ3
D202150120145 2021-04-25T09:07 K96+430 4143 黄渝F29298
D202150120145 2021-04-25T09:07 K96+430 3317 蓝渝F6T937
D202150120145 2021-04-25T09:07 K96+430 4003 蓝渝F8E202
D202150120145 2021-04-25T09:07 K96+430 3578 蓝渝DFV957
D202150120145 2021-04-25T09:07 K96+430 3621 黄渝A12533F
D202150120145 2021-04-25T09:07 K96+430 3573 蓝渝D5J790
D202150120145 2021-04-25T09:07 K96+430 4147 蓝渝F1V537
D202150120145 2021-04-25T09:07 K96+430 3728 黄渝D70053
D202150120145 2021-04-25T09:07 K96+430 4169 蓝渝FJW918
D202150120145 2021-04-25T09:07 K96+430 5281 蓝渝F3G585
D202150120145 2021-04-25T09:07 K96+430 4070 黄渝D83116
D202150120145 2021-04-25T09:07 K96+430 4932 蓝渝A8LJ55
D202150120145 2021-04-25T09:07 K96+430 3341 蓝渝DFZ929
D202150120145 2021-04-25T09:07 K96+430 3511 白WJ渝00669
D202150120145 2021-04-25T09:07 K96+430 4414 蓝渝FRR596
D202150120145 2021-04-25T09:07 K96+430 4642 蓝渝AK16V8
D202150120145 2021-04-25T09:07 K96+430 3241 蓝渝A0UJ23
D202150120145 2021-04-25T09:07 K96+430 5104 绿渝AD82248
D202150120145 2021-04-25T09:07 K96+430 4034 蓝渝AV1E75
D202150120145 2021-04-25T09:07 K96+430 4147 蓝渝AF9C99
D202150120145 2021-04-25T09:07 K96+430 4366 蓝渝AN68E3
D202150120145 2021-04-25T09:07 K96+430 4731 蓝渝AF3M33
D202150120145 2021-04-25T09:06 K96+430 4786 蓝渝FY1603
D202150120145 2021-04-25T09:06 K96+430 6173 蓝渝AA0636
D202150120145 2021-04-25T09:06 K96+430 3213 蓝渝AC18Q8
D202150120145 2021-04-25T09:06 K96+430 4825 蓝渝A558T1
D202150120145 2021-04-25T09:06 K96+430 3627 蓝渝FV7705
D202150120145 2021-04-25T09:06 K96+430 4039 蓝渝AG1Y09
D202150120145 2021-04-25T09:06 K96+430 4882 蓝渝FE9669
D202150120145 2021-04-25T09:06 K96+430 4205 蓝渝AD520S
D202150120145 2021-04-25T09:06 K96+430 4849 NO
D202150120145 2021-04-25T09:06 K96+430 3936 NO
D202150120145 2021-04-25T09:06 K96+430 3707 蓝渝FV6159
D202150120145 2021-04-25T09:06 K96+430 3716 蓝渝DFR755
D202150120145 2021-04-25T09:06 K96+430 4903 蓝渝FY9898
D202150120145 2021-04-25T09:06 K96+430 3883 蓝渝DE6856
D202150120145 2021-04-25T09:06 K96+430 4241 蓝渝AY6N68
D202150120145 2021-04-25T09:06 K96+430 4060 蓝渝AR55W8
D202150120145 2021-04-25T09:06 K96+430 4948 蓝渝F138C9
D202150120145 2021-04-25T09:06 K96+430 5172 蓝渝D2C656
D202150120145 2021-04-25T09:06 K96+430 4993 蓝渝A377FZ
D202150120145 2021-04-25T09:06 K96+430 4851 蓝渝F0B512
D202150120145 2021-04-25T09:06 K96+430 4644 蓝渝AA8X18
D202150120145 2021-04-25T09:06 K96+430 4449 蓝渝AA1945
D202150120145 2021-04-25T09:06 K96+430 4412 蓝渝F569E5
D202150120145 2021-04-25T09:05 K96+430 4366 蓝渝FF2950
D202150120145 2021-04-25T09:05 K96+430 4828 蓝渝AD767D
D202150120145 2021-04-25T09:05 K96+430 4671 蓝渝FLM988
D202150120145 2021-04-25T09:05 K96+430 4739 蓝渝A2TM66
D202150120145 2021-04-25T09:05 K96+430 3483 NO
D202150120145 2021-04-25T09:05 K96+430 4288 黄渝AL5618
D202150120145 2021-04-25T09:05 K96+430 4686 蓝黑F3G055
D202150120145 2021-04-25T09:05 K96+430 3467 黄渝DR7927
D202150120145 2021-04-25T09:05 K96+430 4792 蓝渝F13K76
D202150120145 2021-04-25T09:05 K96+430 4693 蓝渝AT13A7
D202150120145 2021-04-25T09:05 K96+430 4108 蓝渝A719YB
D202150120145 2021-04-25T09:05 K96+430 2607 黄渝D16593
D202150120145 2021-04-25T09:05 K96+430 4002 蓝渝A109HH
D202150120145 2021-04-25T09:05 K96+430 4802 蓝渝FE9683
D202150120145 2021-04-25T09:05 K96+430 4756 蓝渝FAF378
D202150120145 2021-04-25T09:05 K96+430 3921 蓝渝AY52L1
D202150120145 2021-04-25T09:05 K96+430 4870 蓝渝AX0L68
D202150120145 2021-04-25T09:05 K96+430 3792 蓝渝D4F021
D202150120145 2021-04-25T09:05 K96+430 3782 蓝渝AT9T88
D202150120145 2021-04-25T09:05 K96+430 5106 蓝渝HAN699
D202150120145 2021-04-25T09:05 K96+430 4578 蓝渝AR129M
D202150120145 2021-04-25T09:05 K96+430 5043 蓝渝F1G666
D202150120145 2021-04-25T09:05 K96+430 5170 蓝渝F85A09
D202150120145 2021-04-25T09:05 K96+430 4662 蓝渝A7HH07
D202150120145 2021-04-25T09:05 K96+430 3535 黄渝BY6261
D202150120145 2021-04-25T09:05 K96+430 4908 蓝渝F72A08
D202150120145 2021-04-25T09:05 K96+430 4553 蓝渝FNK700
D202150120145 2021-04-25T09:05 K96+430 5151 蓝渝DBD776
D202150120145 2021-04-25T09:05 K96+430 4846 蓝渝FMY001
D202150120145 2021-04-25T09:04 K96+430 5396 蓝渝F7B288
D202150120145 2021-04-25T09:04 K96+430 5099 蓝渝F773N5
D202150120145 2021-04-25T09:04 K96+430 4341 蓝渝FV5810
D202150120145 2021-04-25T09:04 K96+430 3950 蓝渝AK36B7
D202150120145 2021-04-25T09:04 K96+430 4777 蓝渝FMR778
D202150120145 2021-04-25T09:04 K96+430 3776 蓝渝A2BH87
D202150120145 2021-04-25T09:04 K96+430 4282 蓝渝F5X673
D202150120145 2021-04-25T09:04 K96+430 4212 蓝渝A5ME17
D202150120145 2021-04-25T09:04 K96+430 4366 黄渝F27529
D202150120145 2021-04-25T09:04 K96+430 4459 蓝渝AT2518
D202150120145 2021-04-25T09:04 K96+430 4264 蓝渝F1X573
D202150120145 2021-04-25T09:04 K96+430 3980 NO
D202150120145 2021-04-25T09:04 K96+430 3947 蓝渝FBY591
D202150120145 2021-04-25T09:04 K96+430 5185 蓝渝FET575
D202150120145 2021-04-25T09:04 K96+430 5045 蓝渝FBL921
D202150120145 2021-04-25T09:04 K96+430 4558 NO
D202150120145 2021-04-25T09:04 K96+430 3998 蓝渝F98C69
D202150120145 2021-04-25T09:04 K96+430 4825 绿渝AD08880
D202150120145 2021-04-25T09:04 K96+430 4665 蓝渝A6NQ33
D202150120145 2021-04-25T09:03 K96+430 4252 蓝渝A088MJ
D202150120145 2021-04-25T09:03 K96+430 5371 蓝渝F0T266
D202150120145 2021-04-25T09:03 K96+430 4126 NO
D202150120145 2021-04-25T09:03 K96+430 4008 绿渝AD12280
D202150120145 2021-04-25T09:03 K96+430 4197 蓝渝FFD097
D202150120145 2021-04-25T09:03 K96+430 4413 蓝渝A56F88
D202150120145 2021-04-25T09:03 K96+430 3702 蓝渝A7DB17
D202150120145 2021-04-25T09:03 K96+430 4367 蓝渝AU93S6
D202150120145 2021-04-25T09:03 K96+430 4835 蓝渝A730KX
D202150120145 2021-04-25T09:03 K96+430 3343 蓝渝FRK999
D202150120145 2021-04-25T09:03 K96+430 4689 蓝渝F038N6
D202150120145 2021-04-25T09:03 K96+430 4580 蓝渝BFE789
D202150120145 2021-04-25T09:03 K96+430 4580 蓝渝F71B03
D202150120145 2021-04-25T09:03 K96+430 4777 蓝渝DNG820
D202150120145 2021-04-25T09:03 K96+430 4771 蓝渝AN1W73
D202150120145 2021-04-25T09:03 K96+430 4609 蓝渝A6690L
D202150120145 2021-04-25T09:03 K96+430 4419 蓝渝AP6X21
D202150120145 2021-04-25T09:03 K96+430 4417 蓝渝D10G72
D202150120145 2021-04-25T09:03 K96+430 4842 蓝渝F3G521
D202150120145 2021-04-25T09:03 K96+430 4306 蓝渝F51J68
D202150120145 2021-04-25T09:03 K96+430 3907 蓝渝A52P61
D202150120145 2021-04-25T09:03 K96+430 4851 蓝渝F6D191
D202150120145 2021-04-25T09:03 K96+430 5399 蓝渝FFN966
D202150120145 2021-04-25T09:03 K96+430 4879 NO
D202150120145 2021-04-25T09:02 K96+430 3791 蓝渝F1C720
D202150120145 2021-04-25T09:02 K96+430 4096 蓝渝DGM270
D202150120145 2021-04-25T09:02 K96+430 4075 蓝渝D003J0
D202150120145 2021-04-25T09:02 K96+430 3951 蓝渝FNE191
D202150120145 2021-04-25T09:02 K96+430 3811 绿渝ADF6767
D202150120145 2021-04-25T09:02 K96+430 4453 蓝渝FDH183
D202150120145 2021-04-25T09:02 K96+430 4512 蓝渝F1V801
D202150120145 2021-04-25T09:02 K96+430 4242 蓝渝F3G066
D202150120145 2021-04-25T09:02 K96+430 3874 蓝渝A7Y666
D202150120145 2021-04-25T09:02 K96+430 3796 NO
D202150120145 2021-04-25T09:02 K96+430 5482 蓝渝AA7D90
D202150120145 2021-04-25T09:02 K96+430 4835 蓝渝A6278C
D202150120145 2021-04-25T09:02 K96+430 4618 蓝渝F13Z98
D202150120145 2021-04-25T09:02 K96+430 4114 蓝渝FL6627
D202150120145 2021-04-25T09:02 K96+430 4728 蓝渝ADU171
D202150120145 2021-04-25T09:02 K96+430 4580 蓝渝AQ305B
D202150120145 2021-04-25T09:02 K96+430 4526 蓝渝DHH357
D202150120145 2021-04-25T09:02 K96+430 4441 NO
D202150120145 2021-04-25T09:02 K96+430 4547 蓝渝AD7X17
D202150120145 2021-04-25T09:02 K96+430 4127 蓝皖EFG963
D202150120145 2021-04-25T09:02 K96+430 3986 NO
D202150120145 2021-04-25T09:02 K96+430 4060 蓝渝F1C720
D202150120145 2021-04-25T09:02 K96+430 4599 黄渝D6722学
D202150120145 2021-04-25T09:02 K96+430 5043 蓝渝FQR738
D202150120145 2021-04-25T09:01 K96+430 6051 NO
D202150120145 2021-04-25T09:01 K96+430 5784 蓝川AU113N
D202150120145 2021-04-25T09:01 K96+430 4482 蓝渝A513NQ
D202150120145 2021-04-25T09:01 K96+430 4686 蓝渝F7U606
D202150120145 2021-04-25T09:01 K96+430 3040 黄渝F12261
D202150120145 2021-04-25T09:01 K96+430 4339 蓝渝AE29N2
D202150120145 2021-04-25T09:01 K96+430 4505 蓝渝FRJ558
D202150120145 2021-04-25T09:01 K96+430 3714 黄渝D32518
D202150120145 2021-04-25T09:01 K96+430 7216 蓝渝A991TE
D202150120145 2021-04-25T09:01 K96+430 4704 蓝渝A917LW
D202150120145 2021-04-25T09:01 K96+430 3370 蓝渝ADU383
D202150120145 2021-04-25T09:01 K96+430 4162 蓝渝F06J99
D202150120145 2021-04-25T09:01 K96+430 4375 蓝渝F1V789
D202150120145 2021-04-25T09:01 K96+430 2697 蓝渝F2A806
D202150120145 2021-04-25T09:01 K96+430 4615 蓝渝F885A1
D202150120145 2021-04-25T09:00 K96+430 5339 蓝渝DW6833
D202150120145 2021-04-25T09:00 K96+430 4791 蓝渝FCF281
D202150120145 2021-04-25T09:00 K96+430 3518 黄渝AL5669
D202150120145 2021-04-25T09:00 K96+430 3545 蓝渝FEE681
D202150120145 2021-04-25T09:00 K96+430 2825 蓝渝DFQ213
D202150120145 2021-04-25T09:00 K96+430 4816 蓝渝AV81S7
D202150120145 2021-04-25T09:00 K96+430 5213 蓝渝A878MC
D202150120145 2021-04-25T09:00 K96+430 4343 蓝渝F61J96
D202150120145 2021-04-25T09:00 K96+430 4667 蓝渝A69NZ8
D202150120145 2021-04-25T09:00 K96+430 3122 蓝渝AQ2R26
D202150120145 2021-04-25T09:00 K96+430 2092 黄渝A00901D
D202150120145 2021-04-25T09:00 K96+430 4510 蓝渝FBR868
D202150120145 2021-04-25T09:00 K96+430 4898 蓝渝F8W262
D202150120145 2021-04-25T09:00 K96+430 4660 蓝渝FDD215
D202150120145 2021-04-25T09:00 K96+430 4170 蓝渝A5G85K
D202150120145 2021-04-25T09:00 K96+430 5201 蓝渝FDD096
D202150120145 2021-04-25T09:00 K96+430 4269 蓝渝AN0T22
D202150120145 2021-04-25T09:00 K96+430 4927 蓝渝FDD096
D202150120145 2021-04-25T09:00 K96+430 4549 蓝渝AK277E
D202150120145 2021-04-25T09:00 K96+430 4678 蓝渝AQ193R
D202150120145 2021-04-25T09:00 K96+430 5231 蓝渝F9U196
D202150120145 2021-04-25T09:00 K96+430 4632 蓝渝F060H5
D202150120145 2021-04-25T09:00 K96+430 3738 蓝渝A5HW82
D202150120145 2021-04-25T09:00 K96+430 4983 蓝渝ARG725
D202150120145 2021-04-25T09:00 K96+430 5053 蓝渝A9Q39R
D202150120145 2021-04-25T09:00 K96+430 4755 蓝渝FV6678
D202150120145 2021-04-25T09:00 K96+430 5068 蓝渝F2G112
D202150120145 2021-04-25T09:00 K96+430 4022 NO
D202150120145 2021-04-25T08:59 K96+430 3981 NO
D202150120145 2021-04-25T08:59 K96+430 4812 蓝渝FNU585
D202150120145 2021-04-25T08:59 K96+430 3783 蓝渝F6W867
D202150120145 2021-04-25T08:59 K96+430 4528 蓝渝A827GJ
D202150120145 2021-04-25T08:59 K96+430 4150 蓝渝F81P75
D202150120145 2021-04-25T08:59 K96+430 4013 蓝渝A853TD
D202150120145 2021-04-25T08:59 K96+430 3609 蓝渝DHA739
D202150120145 2021-04-25T08:59 K96+430 3712 蓝渝DJD631
D202150120145 2021-04-25T08:59 K96+430 4116 蓝渝A3PA79
D202150120145 2021-04-25T08:59 K96+430 4127 蓝渝F6X059
D202150120145 2021-04-25T08:59 K96+430 4167 蓝渝F733G7
D202150120145 2021-04-25T08:59 K96+430 4637 蓝渝A128R4
D202150120145 2021-04-25T08:59 K96+430 4017 蓝渝AG209N
D202150120145 2021-04-25T08:59 K96+430 4709 蓝渝AB25K0
D202150120145 2021-04-25T08:59 K96+430 4605 蓝渝FFF003
D202150120145 2021-04-25T08:59 K96+430 4508 蓝渝A0575C
D202150120145 2021-04-25T08:59 K96+430 4939 蓝渝F83A91
D202150120145 2021-04-25T08:59 K96+430 4576 蓝渝D6P843
D202150120145 2021-04-25T08:59 K96+430 4735 蓝渝AS6W56
D202150120145 2021-04-25T08:59 K96+430 5221 蓝渝F3G607
D202150120145 2021-04-25T08:59 K96+430 4070 绿渝AD02551
D202150120145 2021-04-25T08:59 K96+430 4304 蓝渝F92X26
D202150120145 2021-04-25T08:59 K96+430 5239 蓝渝F18920
D202150120145 2021-04-25T08:59 K96+430 4443 蓝渝F363P7
D202150120145 2021-04-25T08:59 K96+430 4769 蓝渝A533XR
D202150120145 2021-04-25T08:59 K96+430 3937 绿渝ADC9659
D202150120145 2021-04-25T08:59 K96+430 4956 蓝渝AJ315C
D202150120145 2021-04-25T08:59 K96+430 4830 蓝渝A369AH
D202150120145 2021-04-25T08:59 K96+430 4216 蓝渝AG733F
D202150120145 2021-04-25T08:59 K96+430 4184 蓝渝F15K90
D202150120145 2021-04-25T08:59 K96+430 4330 蓝渝DDC978
D202150120145 2021-04-25T08:59 K96+430 4719 蓝渝A1CY99
D202150120145 2021-04-25T08:58 K96+430 4726 蓝渝A599T0
D202150120145 2021-04-25T08:58 K96+430 3858 NO
D202150120145 2021-04-25T08:58 K96+430 5125 蓝渝F1F016
D202150120145 2021-04-25T08:58 K96+430 4284 蓝渝A0NE91
D202150120145 2021-04-25T08:58 K96+430 4791 蓝渝F188F7
D202150120145 2021-04-25T08:58 K96+430 4990 蓝渝A809PL
D202150120145 2021-04-25T08:58 K96+430 5060 蓝渝F60F38
D202150120145 2021-04-25T08:58 K96+430 5861 蓝渝F17U23
D202150120145 2021-04-25T08:58 K96+430 5757 蓝渝A6HD78
D202150120145 2021-04-25T08:58 K96+430 6018 蓝渝F391M7
D202150120145 2021-04-25T08:58 K96+430 5795 蓝渝F3G781
D202150120145 2021-04-25T08:58 K96+430 3512 蓝渝F7W709
D202150120145 2021-04-25T08:58 K96+430 3836 蓝渝A279WN
D202150120145 2021-04-25T08:58 K96+430 4230 蓝渝AA263A
D202150120145 2021-04-25T08:58 K96+430 4532 蓝渝F079P2
D202150120145 2021-04-25T08:58 K96+430 3460 蓝渝AL16B1
D202150120145 2021-04-25T08:58 K96+430 3056 蓝渝DM7109
D202150120145 2021-04-25T08:58 K96+430 4639 蓝渝F07172
D202150120145 2021-04-25T08:58 K96+430 3689 蓝川AJ728J
D202150120145 2021-04-25T08:58 K96+430 3548 黄渝A05512D
D202150120145 2021-04-25T08:58 K96+430 4207 蓝渝AC523W
D202150120145 2021-04-25T08:58 K96+430 3941 蓝川A6725Q
D202150120145 2021-04-25T08:58 K96+430 3658 蓝渝FNH959
D202150120145 2021-04-25T08:57 K96+430 4140 蓝渝F1F211
D202150120145 2021-04-25T08:57 K96+430 3581 蓝渝F3W700
D202150120145 2021-04-25T08:57 K96+430 4578 蓝渝FRG581
D202150120145 2021-04-25T08:57 K96+430 3962 蓝渝A7LF28
D202150120145 2021-04-25T08:57 K96+430 3201 蓝渝FX1896
D202150120145 2021-04-25T08:57 K96+430 4535 蓝渝F3T072
D202150120145 2021-04-25T08:57 K96+430 4429 蓝渝F76M13
D202150120145 2021-04-25T08:57 K96+430 3961 蓝渝AP56G7
D202150120145 2021-04-25T08:57 K96+430 4483 蓝渝D19C15
D202150120145 2021-04-25T08:57 K96+430 3646 黄渝A13519D
D202150120145 2021-04-25T08:57 K96+430 5140 蓝渝A1T9N3
D202150120145 2021-04-25T08:57 K96+430 5239 蓝渝A299NH
D202150120145 2021-04-25T08:57 K96+430 4983 蓝渝AE622C
D202150120145 2021-04-25T08:57 K96+430 4065 蓝渝F7T771
D202150120145 2021-04-25T08:57 K96+430 4031 黄渝DN1031
D202150120145 2021-04-25T08:57 K96+430 4453 蓝渝FAE922
D202150120145 2021-04-25T08:57 K96+430 4667 蓝渝FDK770
D202150120145 2021-04-25T08:56 K96+430 3706 蓝渝F3P821
D202150120145 2021-04-25T08:56 K96+430 4234 NO
D202150120145 2021-04-25T08:56 K96+430 4791 蓝渝A692ZB
D202150120145 2021-04-25T08:56 K96+430 4710 蓝沪C8Y2Y8
D202150120145 2021-04-25T08:56 K96+430 4328 蓝渝DJP298
D202150120145 2021-04-25T08:56 K96+430 4202 蓝渝FFN678
D202150120145 2021-04-25T08:56 K96+430 4582 蓝渝F16K87
D202150120145 2021-04-25T08:56 K96+430 4370 蓝渝AQ75U2
D202150120145 2021-04-25T08:56 K96+430 4192 蓝渝A9PM36
D202150120145 2021-04-25T08:56 K96+430 5256 蓝渝FDH300
D202150120145 2021-04-25T08:56 K96+430 4551 蓝渝F0G908
D202150120145 2021-04-25T08:56 K96+430 4710 蓝渝F5B188
D202150120145 2021-04-25T08:56 K96+430 4035 蓝渝FD3022
D202150120145 2021-04-25T08:56 K96+430 4662 蓝渝DFQ668
D202150120145 2021-04-25T08:56 K96+430 4271 蓝渝A19C60
D202150120145 2021-04-25T08:56 K96+430 4319 蓝苏F7T252
D202150120145 2021-04-25T08:56 K96+430 4136 蓝渝FDE962
D202150120145 2021-04-25T08:56 K96+430 4113 蓝渝FNX921
D202150120145 2021-04-25T08:56 K96+430 2200 蓝渝A798WV
D202150120145 2021-04-25T08:56 K96+430 4108 蓝渝F207R7
D202150120145 2021-04-25T08:56 K96+430 5094 蓝渝AQ075V
D202150120145 2021-04-25T08:56 K96+430 4859 蓝渝A6AD93
D202150120145 2021-04-25T08:56 K96+430 3998 蓝渝AU994F
D202150120145 2021-04-25T08:55 K96+430 4959 蓝渝F029Q9
D202150120145 2021-04-25T08:55 K96+430 4537 蓝渝F18T66
D202150120145 2021-04-25T08:55 K96+430 5609 蓝渝A1SP83
D202150120145 2021-04-25T08:55 K96+430 3836 蓝渝AF563A
D202150120145 2021-04-25T08:55 K96+430 5020 蓝渝AF9D73
D202150120145 2021-04-25T08:55 K96+430 4130 蓝渝AS996X
D202150120145 2021-04-25T08:55 K96+430 4484 蓝渝D789K1
D202150120145 2021-04-25T08:55 K96+430 4111 蓝渝F6A966
D202150120145 2021-04-25T08:55 K96+430 3733 蓝渝F55Y15
D202150120145 2021-04-25T08:55 K96+430 4827 蓝渝F3G619
D202150120145 2021-04-25T08:55 K96+430 5076 蓝渝AE161P
D202150120145 2021-04-25T08:55 K96+430 4603 蓝渝FJF829
D202150120145 2021-04-25T08:55 K96+430 4956 蓝渝F9A196
D202150120145 2021-04-25T08:55 K96+430 4667 蓝渝FDG458
D202150120145 2021-04-25T08:55 K96+430 4903 NO
D202150120145 2021-04-25T08:55 K96+430 4776 蓝渝D1U539
D202150120145 2021-04-25T08:55 K96+430 4563 蓝渝FDY585
D202150120145 2021-04-25T08:55 K96+430 4353 NO
D202150120145 2021-04-25T08:55 K96+430 5272 蓝渝A6SB27
D202150120145 2021-04-25T08:55 K96+430 4654 NO
D202150120145 2021-04-25T08:55 K96+430 4784 蓝渝AW966G
D202150120145 2021-04-25T08:55 K96+430 4724 蓝渝AU9E98
D202150120145 2021-04-25T08:55 K96+430 5056 蓝渝FRX996
D202150120145 2021-04-25T08:55 K96+430 4893 蓝渝F11K39
D202150120145 2021-04-25T08:55 K96+430 4775 蓝渝FRX996
D202150120145 2021-04-25T08:55 K96+430 4657 蓝渝FJK977
D202150120145 2021-04-25T08:55 K96+430 4418 蓝渝FJK977
D202150120145 2021-04-25T08:55 K96+430 4147 蓝渝AF763C
D202150120145 2021-04-25T08:54 K96+430 4578 蓝渝A7DC53
D202150120145 2021-04-25T08:54 K96+430 4272 蓝渝F7X807
D202150120145 2021-04-25T08:54 K96+430 3726 蓝浙D5J3U2
D202150120145 2021-04-25T08:54 K96+430 3955 蓝渝F85A30
D202150120145 2021-04-25T08:54 K96+430 4747 蓝渝A8Y25V
D202150120145 2021-04-25T08:54 K96+430 4486 蓝渝FLP826
D202150120145 2021-04-25T08:54 K96+430 4121 蓝渝F85A93
D202150120145 2021-04-25T08:54 K96+430 4456 蓝渝FDP386
D202150120145 2021-04-25T08:54 K96+430 3582 蓝渝F587M2
D202150120145 2021-04-25T08:54 K96+430 4191 NO
