探测器编号 时间 桩号 车速 车牌
D202150120001 2021-04-25T09:52 K31+950 5607 蓝渝A318XS
D202150120001 2021-04-25T09:52 K31+950 4133 蓝渝A5K38W
D202150120001 2021-04-25T09:52 K31+950 3563 蓝渝A528SR
D202150120001 2021-04-25T09:52 K31+950 5817 蓝渝AL7Z83
D202150120001 2021-04-25T09:52 K31+950 5294 蓝渝FNZ787
D202150120001 2021-04-25T09:52 K31+950 4283 蓝渝F22E71
D202150120001 2021-04-25T09:52 K31+950 4739 蓝渝AA1J18
D202150120001 2021-04-25T09:52 K31+950 4944 蓝渝FCB191
D202150120001 2021-04-25T09:52 K31+950 5045 蓝渝AJ338C
D202150120001 2021-04-25T09:52 K31+950 5071 蓝渝AH70W8
D202150120001 2021-04-25T09:52 K31+950 4582 蓝粤S8L50L
D202150120001 2021-04-25T09:52 K31+950 4910 蓝渝FE9709
D202150120001 2021-04-25T09:51 K31+950 4845 蓝渝FCX998
D202150120001 2021-04-25T09:51 K31+950 4494 蓝渝F670F0
D202150120001 2021-04-25T09:51 K31+950 5545 蓝渝D531V5
D202150120001 2021-04-25T09:51 K31+950 4793 蓝渝F17K60
D202150120001 2021-04-25T09:51 K31+950 4373 蓝渝A02PS9
D202150120001 2021-04-25T09:51 K31+950 4336 蓝赣G6507T
D202150120001 2021-04-25T09:51 K31+950 4345 蓝渝AM653U
D202150120001 2021-04-25T09:51 K31+950 5073 蓝渝AE07B2
D202150120001 2021-04-25T09:51 K31+950 4121 蓝渝D1P511
D202150120001 2021-04-25T09:51 K31+950 4543 蓝渝FDW518
D202150120001 2021-04-25T09:51 K31+950 4068 蓝渝AJ18M5
D202150120001 2021-04-25T09:51 K31+950 4545 蓝渝F2E980
D202150120001 2021-04-25T09:51 K31+950 3778 蓝渝FNL916
D202150120001 2021-04-25T09:51 K31+950 4607 蓝渝FX6928
D202150120001 2021-04-25T09:51 K31+950 5272 绿渝AD20148
D202150120001 2021-04-25T09:51 K31+950 4908 蓝渝FLE677
D202150120001 2021-04-25T09:51 K31+950 4528 蓝渝F5V196
D202150120001 2021-04-25T09:50 K31+950 4078 蓝渝F11K22
D202150120001 2021-04-25T09:50 K31+950 4155 蓝渝F85A36
D202150120001 2021-04-25T09:50 K31+950 4915 蓝粤LRA859
D202150120001 2021-04-25T09:50 K31+950 4172 蓝渝AH29C3
D202150120001 2021-04-25T09:50 K31+950 5035 蓝渝DGL295
D202150120001 2021-04-25T09:50 K31+950 4476 蓝渝A169GB
D202150120001 2021-04-25T09:50 K31+950 4689 蓝渝A7FG80
D202150120001 2021-04-25T09:50 K31+950 4773 蓝渝FRY616
D202150120001 2021-04-25T09:50 K31+950 5112 蓝渝A6XY22
D202150120001 2021-04-25T09:50 K31+950 5576 黄渝F32677
D202150120001 2021-04-25T09:50 K31+950 5135 蓝渝A16PG7
D202150120001 2021-04-25T09:50 K31+950 4652 蓝渝AH5C82
D202150120001 2021-04-25T09:50 K31+950 4248 蓝渝AX62U7
D202150120001 2021-04-25T09:50 K31+950 1881 黄渝A16288D
D202150120001 2021-04-25T09:50 K31+950 4920 蓝渝D79J73
D202150120001 2021-04-25T09:50 K31+950 2076 黄渝A17717F
D202150120001 2021-04-25T09:50 K31+950 4308 蓝渝F7J302
D202150120001 2021-04-25T09:50 K31+950 4673 蓝渝F59P56
D202150120001 2021-04-25T09:50 K31+950 4027 蓝渝F187B8
D202150120001 2021-04-25T09:50 K31+950 5053 蓝渝F0S283
D202150120001 2021-04-25T09:50 K31+950 5727 蓝渝A8CM07
D202150120001 2021-04-25T09:50 K31+950 4209 蓝渝A05XE2
D202150120001 2021-04-25T09:50 K31+950 4076 蓝渝F833L3
D202150120001 2021-04-25T09:50 K31+950 4629 NO
D202150120001 2021-04-25T09:50 K31+950 4789 蓝渝F0T015
D202150120001 2021-04-25T09:50 K31+950 4221 NO
D202150120001 2021-04-25T09:50 K31+950 5278 蓝渝F663H8
D202150120001 2021-04-25T09:49 K31+950 4884 蓝渝F15D99
D202150120001 2021-04-25T09:49 K31+950 3396 NO
D202150120001 2021-04-25T09:49 K31+950 4908 蓝渝AV1X17
D202150120001 2021-04-25T09:49 K31+950 4863 蓝渝FMS100
D202150120001 2021-04-25T09:49 K31+950 3927 蓝粤BG98G6
D202150120001 2021-04-25T09:49 K31+950 5301 蓝渝AT616A
D202150120001 2021-04-25T09:49 K31+950 5180 蓝渝AHV477
D202150120001 2021-04-25T09:49 K31+950 4264 蓝渝F9T593
D202150120001 2021-04-25T09:49 K31+950 3401 蓝渝A5827K
D202150120001 2021-04-25T09:49 K31+950 4526 蓝渝F82A67
D202150120001 2021-04-25T09:49 K31+950 4060 蓝渝AX135P
D202150120001 2021-04-25T09:49 K31+950 4354 蓝渝D2Y361
D202150120001 2021-04-25T09:49 K31+950 3857 蓝渝AA520U
D202150120001 2021-04-25T09:49 K31+950 4846 蓝渝FMY526
D202150120001 2021-04-25T09:49 K31+950 4230 蓝渝F85A38
D202150120001 2021-04-25T09:48 K31+950 3272 蓝渝FDJ583
D202150120001 2021-04-25T09:48 K31+950 4194 蓝渝FQH828
D202150120001 2021-04-25T09:48 K31+950 4181 蓝渝A917CQ
D202150120001 2021-04-25T09:48 K31+950 4128 蓝渝F8E863
D202150120001 2021-04-25T09:48 K31+950 4262 蓝渝FMD200
D202150120001 2021-04-25T09:48 K31+950 4427 蓝渝F07135
D202150120001 2021-04-25T09:48 K31+950 4702 蓝渝F85A00
D202150120001 2021-04-25T09:48 K31+950 4237 蓝渝F2D229
D202150120001 2021-04-25T09:48 K31+950 3733 蓝浙C37LE0
D202150120001 2021-04-25T09:48 K31+950 4504 蓝渝F612A5
D202150120001 2021-04-25T09:48 K31+950 5033 蓝渝BHQ111
D202150120001 2021-04-25T09:48 K31+950 4450 蓝渝FDH199
D202150120001 2021-04-25T09:48 K31+950 2612 黄渝D85187
D202150120001 2021-04-25T09:48 K31+950 5560 蓝渝FFS876
D202150120001 2021-04-25T09:48 K31+950 4517 蓝渝FQJ238
D202150120001 2021-04-25T09:48 K31+950 4953 蓝渝FQJ238
D202150120001 2021-04-25T09:48 K31+950 5600 蓝渝AQ8J03
D202150120001 2021-04-25T09:48 K31+950 4675 蓝渝A8M715
D202150120001 2021-04-25T09:48 K31+950 4741 蓝渝D281X5
D202150120001 2021-04-25T09:48 K31+950 5506 蓝渝A0MK89
D202150120001 2021-04-25T09:48 K31+950 4408 蓝渝A9EE56
D202150120001 2021-04-25T09:48 K31+950 3721 黄渝A05512D
D202150120001 2021-04-25T09:48 K31+950 2803 蓝苏M22318
D202150120001 2021-04-25T09:47 K31+950 4591 蓝渝FY1081
D202150120001 2021-04-25T09:47 K31+950 4635 蓝渝FY6897
D202150120001 2021-04-25T09:47 K31+950 4572 蓝渝F930N1
D202150120001 2021-04-25T09:47 K31+950 4321 蓝渝A9718T
D202150120001 2021-04-25T09:47 K31+950 4075 蓝渝A7FB99
D202150120001 2021-04-25T09:47 K31+950 3930 蓝云A6ES65
D202150120001 2021-04-25T09:47 K31+950 3506 蓝渝FLA321
D202150120001 2021-04-25T09:47 K31+950 4939 蓝渝DA0897
D202150120001 2021-04-25T09:47 K31+950 4480 蓝渝FDR919
D202150120001 2021-04-25T09:47 K31+950 3660 NO
D202150120001 2021-04-25T09:47 K31+950 4764 蓝渝E6T538
D202150120001 2021-04-25T09:47 K31+950 4437 蓝渝AJ239F
D202150120001 2021-04-25T09:47 K31+950 4775 蓝渝FFK377
D202150120001 2021-04-25T09:47 K31+950 4807 蓝渝D0Z378
D202150120001 2021-04-25T09:47 K31+950 5353 蓝渝FAD805
D202150120001 2021-04-25T09:47 K31+950 5305 蓝渝F571J0
D202150120001 2021-04-25T09:47 K31+950 4796 蓝渝F0L529
D202150120001 2021-04-25T09:47 K31+950 5135 蓝渝F580R1
D202150120001 2021-04-25T09:47 K31+950 5094 蓝渝AY878G
D202150120001 2021-04-25T09:47 K31+950 5286 蓝沪CN771N
D202150120001 2021-04-25T09:47 K31+950 4541 蓝渝F8B899
D202150120001 2021-04-25T09:47 K31+950 4900 蓝渝FDK011
D202150120001 2021-04-25T09:46 K31+950 4912 蓝渝A289LZ
D202150120001 2021-04-25T09:46 K31+950 3875 蓝渝A6NC80
D202150120001 2021-04-25T09:46 K31+950 4427 蓝闽CB1V11
D202150120001 2021-04-25T09:46 K31+950 5135 白渝F2588警
D202150120001 2021-04-25T09:46 K31+950 4368 蓝渝A1SA02
D202150120001 2021-04-25T09:46 K31+950 4632 蓝渝AG28B5
D202150120001 2021-04-25T09:46 K31+950 6181 蓝渝AP12X7
D202150120001 2021-04-25T09:46 K31+950 5183 蓝渝FKR880
D202150120001 2021-04-25T09:46 K31+950 4391 蓝渝D22Y13
D202150120001 2021-04-25T09:46 K31+950 3970 蓝渝A09ND3
D202150120001 2021-04-25T09:46 K31+950 4464 蓝渝FAJ587
D202150120001 2021-04-25T09:46 K31+950 4341 蓝渝AM759L
D202150120001 2021-04-25T09:46 K31+950 6139 蓝渝AVZ646
D202150120001 2021-04-25T09:46 K31+950 3863 蓝渝A952GW
D202150120001 2021-04-25T09:46 K31+950 5185 蓝渝F27Z56
D202150120001 2021-04-25T09:46 K31+950 4732 蓝渝F52S87
D202150120001 2021-04-25T09:46 K31+950 4830 蓝渝DAR349
D202150120001 2021-04-25T09:45 K31+950 4561 蓝渝FEG179
D202150120001 2021-04-25T09:45 K31+950 4624 蓝渝FAT965
D202150120001 2021-04-25T09:45 K31+950 4502 蓝渝DHW238
D202150120001 2021-04-25T09:45 K31+950 4630 蓝渝AB3N03
D202150120001 2021-04-25T09:45 K31+950 5104 蓝渝F115H7
D202150120001 2021-04-25T09:45 K31+950 4828 蓝渝F3G393
D202150120001 2021-04-25T09:45 K31+950 4726 蓝渝A8XF18
D202150120001 2021-04-25T09:45 K31+950 4685 蓝渝F13966
D202150120001 2021-04-25T09:44 K31+950 4312 蓝渝BYZ858
D202150120001 2021-04-25T09:44 K31+950 4080 蓝渝AY7P13
D202150120001 2021-04-25T09:44 K31+950 4174 蓝渝A3BQ92
D202150120008 2021-04-25T21:21 K56+400 3695 NO
D202150120008 2021-04-25T21:21 K56+400 4069 蓝渝F9F737
D202150120008 2021-04-25T21:20 K56+400 4193 蓝渝F58J31
D202150120008 2021-04-25T21:20 K56+400 4176 蓝渝FAR282
D202150120008 2021-04-25T21:20 K56+400 4647 蓝渝F767H7
D202150120008 2021-04-25T21:20 K56+400 3961 蓝渝FBG088
D202150120008 2021-04-25T21:20 K56+400 4227 蓝晋ABM479
D202150120008 2021-04-25T21:20 K56+400 4512 蓝渝FCA373
D202150120008 2021-04-25T21:20 K56+400 4185 NO
D202150120008 2021-04-25T21:20 K56+400 3853 NO
D202150120008 2021-04-25T21:19 K56+400 4293 蓝渝A0WX33
D202150120008 2021-04-25T21:19 K56+400 4324 蓝渝A86WA3
D202150120008 2021-04-25T21:19 K56+400 2253 NO
D202150120008 2021-04-25T21:19 K56+400 3967 蓝渝DAM811
D202150120008 2021-04-25T21:19 K56+400 3492 NO
D202150120008 2021-04-25T21:19 K56+400 4853 蓝浙BW3M26
D202150120008 2021-04-25T21:19 K56+400 5003 蓝渝FG6699
D202150120008 2021-04-25T21:19 K56+400 4882 蓝渝AY555M
D202150120008 2021-04-25T21:19 K56+400 3514 蓝渝AY9K96
D202150120008 2021-04-25T21:19 K56+400 5226 蓝渝D40726
D202150120008 2021-04-25T21:19 K56+400 4835 蓝渝F80A91
D202150120008 2021-04-25T21:18 K56+400 4441 NO
D202150120008 2021-04-25T21:18 K56+400 4420 蓝渝A568VU
D202150120008 2021-04-25T21:18 K56+400 4250 NO
D202150120008 2021-04-25T21:18 K56+400 4454 蓝渝A558Z0
D202150120008 2021-04-25T21:18 K56+400 4798 蓝渝F15K15
D202150120008 2021-04-25T21:18 K56+400 4328 蓝渝AJ836K
D202150120008 2021-04-25T21:18 K56+400 4327 蓝渝FT2905
D202150120008 2021-04-25T21:18 K56+400 4365 蓝渝A572JB
D202150120008 2021-04-25T21:18 K56+400 4225 蓝渝AP896G
D202150120008 2021-04-25T21:18 K56+400 4628 蓝渝FBQ897
D202150120008 2021-04-25T21:18 K56+400 4656 蓝渝FRX831
D202150120008 2021-04-25T21:18 K56+400 4696 蓝渝FRX831
D202150120008 2021-04-25T21:18 K56+400 4137 蓝渝A0JN38
D202150120008 2021-04-25T21:18 K56+400 5494 蓝渝F689N6
D202150120008 2021-04-25T21:17 K56+400 4204 NO
D202150120008 2021-04-25T21:17 K56+400 4108 蓝渝DMF202
D202150120008 2021-04-25T21:17 K56+400 4429 蓝渝F833D9
D202150120008 2021-04-25T21:17 K56+400 4364 NO
D202150120008 2021-04-25T21:17 K56+400 4494 绿渝ADC8161
D202150120008 2021-04-25T21:16 K56+400 4349 蓝渝FQF585
D202150120008 2021-04-25T21:16 K56+400 4963 蓝渝A9KK89
D202150120008 2021-04-25T21:16 K56+400 4345 蓝渝FGC577
D202150120008 2021-04-25T21:16 K56+400 3953 NO
D202150120008 2021-04-25T21:16 K56+400 3295 NO
D202150120008 2021-04-25T21:16 K56+400 3632 NO
D202150120008 2021-04-25T21:16 K56+400 3224 NO
D202150120008 2021-04-25T21:16 K56+400 4460 蓝渝AB7A76
D202150120008 2021-04-25T21:15 K56+400 4629 绿渝AF71703
D202150120008 2021-04-25T21:15 K56+400 4271 蓝渝F38C55
D202150120008 2021-04-25T21:15 K56+400 3601 NO
D202150120008 2021-04-25T21:15 K56+400 4159 蓝渝FNT397
D202150120008 2021-04-25T21:15 K56+400 3991 NO
D202150120008 2021-04-25T21:15 K56+400 5527 蓝渝F383M2
D202150120008 2021-04-25T21:15 K56+400 4383 蓝渝DKH303
D202150120008 2021-04-25T21:15 K56+400 4646 蓝渝AZ98C9
D202150120008 2021-04-25T21:15 K56+400 4713 蓝渝A1TA31
D202150120008 2021-04-25T21:15 K56+400 4663 NO
D202150120008 2021-04-25T21:14 K56+400 4424 蓝渝FG0555
D202150120008 2021-04-25T21:14 K56+400 3823 NO
D202150120008 2021-04-25T21:14 K56+400 4506 蓝粤FAM513
D202150120008 2021-04-25T21:14 K56+400 4522 NO
D202150120008 2021-04-25T21:14 K56+400 4821 蓝渝F1X573
D202150120008 2021-04-25T21:14 K56+400 4494 蓝渝AT9345
D202150120008 2021-04-25T21:14 K56+400 4427 蓝渝FAR526
D202150120008 2021-04-25T21:14 K56+400 5000 蓝渝F18V10
D202150120008 2021-04-25T21:14 K56+400 4212 蓝渝F67T57
D202150120008 2021-04-25T21:14 K56+400 4372 NO
D202150120008 2021-04-25T21:14 K56+400 4807 蓝渝AC925G
D202150120008 2021-04-25T21:14 K56+400 4027 蓝渝D00Y12
D202150120008 2021-04-25T21:14 K56+400 4891 NO
D202150120008 2021-04-25T21:14 K56+400 4920 蓝渝DNA192
D202150120008 2021-04-25T21:14 K56+400 4635 蓝渝F3G079
D202150120008 2021-04-25T21:14 K56+400 4406 蓝渝AD5S53
D202150120008 2021-04-25T21:14 K56+400 4443 蓝渝A037KH
D202150120008 2021-04-25T21:14 K56+400 3749 蓝渝A953XR
D202150120008 2021-04-25T21:13 K56+400 3040 NO
D202150120008 2021-04-25T21:13 K56+400 4232 NO
D202150120008 2021-04-25T21:13 K56+400 3691 NO
D202150120008 2021-04-25T21:13 K56+400 4630 蓝渝AC52M7
D202150120008 2021-04-25T21:13 K56+400 3703 NO
D202150120008 2021-04-25T21:13 K56+400 4291 蓝渝AJ270C
D202150120008 2021-04-25T21:13 K56+400 4961 蓝渝AQ660Z
D202150120008 2021-04-25T21:13 K56+400 5205 蓝渝DJL157
D202150120008 2021-04-25T21:13 K56+400 4214 蓝渝F6X231
D202150120008 2021-04-25T21:12 K56+400 5229 蓝渝DJP668
D202150120008 2021-04-25T21:12 K56+400 4470 蓝渝F2C009
D202150120008 2021-04-25T21:12 K56+400 4182 NO
D202150120008 2021-04-25T21:12 K56+400 4155 蓝渝FPC763
D202150120008 2021-04-25T21:12 K56+400 4127 NO
D202150120008 2021-04-25T21:12 K56+400 6011 蓝渝F3B877
D202150120008 2021-04-25T21:12 K56+400 4766 蓝渝F225P3
D202150120008 2021-04-25T21:12 K56+400 3906 蓝渝FPC763
D202150120008 2021-04-25T21:11 K56+400 4000 蓝渝DBE563
D202150120008 2021-04-25T21:11 K56+400 4299 蓝渝D82N93
D202150120008 2021-04-25T21:11 K56+400 4486 NO
D202150120008 2021-04-25T21:11 K56+400 4114 蓝渝HAL399
D202150120008 2021-04-25T21:11 K56+400 3347 蓝渝F92F63
D202150120008 2021-04-25T21:11 K56+400 3290 NO
D202150120008 2021-04-25T21:11 K56+400 4619 蓝渝F87F50
D202150120008 2021-04-25T21:11 K56+400 4385 蓝渝AS977A
D202150120008 2021-04-25T21:11 K56+400 3716 蓝渝AN7K71
D202150120008 2021-04-25T21:11 K56+400 4174 蓝渝A85MB0
D202150120008 2021-04-25T21:10 K56+400 4944 蓝渝A5K99F
D202150120008 2021-04-25T21:10 K56+400 3567 NO
D202150120008 2021-04-25T21:10 K56+400 4101 蓝鄂EFB326
D202150120008 2021-04-25T21:10 K56+400 4209 蓝渝F17K79
D202150120008 2021-04-25T21:10 K56+400 4062 蓝渝AC1D79
D202150120008 2021-04-25T21:10 K56+400 4388 蓝渝FRU877
D202150120008 2021-04-25T21:10 K56+400 5127 蓝渝AP672E
D202150120008 2021-04-25T21:10 K56+400 4632 NO
D202150120008 2021-04-25T21:10 K56+400 4819 蓝渝FMS526
D202150120008 2021-04-25T21:10 K56+400 4366 蓝渝AFN796
D202150120008 2021-04-25T21:10 K56+400 4273 蓝渝DFK522
D202150120008 2021-04-25T21:10 K56+400 4039 蓝渝D76S06
D202150120008 2021-04-25T21:10 K56+400 4496 蓝渝AE998R
D202150120008 2021-04-25T21:10 K56+400 3280 蓝渝D76S06
D202150120008 2021-04-25T21:09 K56+400 4038 NO
D202150120008 2021-04-25T21:09 K56+400 4642 蓝渝A3T884
D202150120008 2021-04-25T21:09 K56+400 4193 蓝渝D00Y12
D202150120008 2021-04-25T21:09 K56+400 4474 NO
D202150120008 2021-04-25T21:09 K56+400 4559 蓝渝F0F737
D202150120008 2021-04-25T21:09 K56+400 4360 蓝渝AD736M
D202150120008 2021-04-25T21:09 K56+400 4635 蓝渝D11M76
D202150120008 2021-04-25T21:09 K56+400 4584 蓝渝F6U251
D202150120008 2021-04-25T21:09 K56+400 4182 黄渝AL3686
D202150120008 2021-04-25T21:09 K56+400 4368 蓝苏BL29H2
D202150120008 2021-04-25T21:08 K56+400 4553 NO
D202150120008 2021-04-25T21:08 K56+400 4295 蓝渝DK0854
D202150120008 2021-04-25T21:08 K56+400 3712 NO
D202150120008 2021-04-25T21:08 K56+400 3531 NO
D202150120008 2021-04-25T21:08 K56+400 4360 蓝渝A353KL
D202150120008 2021-04-25T21:08 K56+400 5610 蓝渝F5D613
D202150120008 2021-04-25T21:08 K56+400 4336 蓝渝AM690D
D202150120008 2021-04-25T21:08 K56+400 4293 蓝渝F7U606
D202150120008 2021-04-25T21:07 K56+400 3518 蓝渝FL1678
D202150120008 2021-04-25T21:07 K56+400 3893 NO
D202150120008 2021-04-25T21:07 K56+400 4821 蓝渝F96A99
D202150120008 2021-04-25T21:07 K56+400 4858 NO
D202150120008 2021-04-25T21:07 K56+400 4704 蓝渝AD77C8
D202150120008 2021-04-25T21:07 K56+400 4435 蓝渝DHG613
D202150120008 2021-04-25T21:07 K56+400 4825 绿渝AF65393
D202150120008 2021-04-25T21:07 K56+400 4097 NO
D202150120008 2021-04-25T21:07 K56+400 4796 蓝渝F079D5
D202150120008 2021-04-25T21:07 K56+400 4553 蓝渝FGA600
D202150120008 2021-04-25T21:06 K56+400 4821 蓝渝F3G639
D202150120008 2021-04-25T21:06 K56+400 5143 蓝渝FAT319
D202150120008 2021-04-25T21:06 K56+400 4176 NO
D202150120008 2021-04-25T21:06 K56+400 4011 NO
D202150120008 2021-04-25T21:06 K56+400 2729 黄渝A17969F
D202150120008 2021-04-25T21:06 K56+400 4385 蓝渝FKF183
D202150120008 2021-04-25T21:06 K56+400 4133 黄渝AL7536
D202150120008 2021-04-25T21:06 K56+400 4777 蓝渝A103G1
D202150120008 2021-04-25T21:06 K56+400 5089 蓝渝A3HN55
D202150120008 2021-04-25T21:06 K56+400 3779 蓝渝F9T752
D202150120008 2021-04-25T21:06 K56+400 4449 蓝渝AT359U
D202150120008 2021-04-25T21:06 K56+400 4083 黄渝AL5816
D202150120008 2021-04-25T21:05 K56+400 3941 蓝渝FL3566
D202150120008 2021-04-25T21:05 K56+400 4400 蓝渝F677R9
D202150120008 2021-04-25T21:05 K56+400 3399 NO
D202150120008 2021-04-25T21:05 K56+400 4427 蓝渝FQS888
D202150120008 2021-04-25T21:05 K56+400 4356 蓝渝A575DH
D202150120008 2021-04-25T21:05 K56+400 4386 蓝青FBY383
D202150120008 2021-04-25T21:05 K56+400 5008 NO
D202150120008 2021-04-25T21:05 K56+400 3615 NO
D202150120008 2021-04-25T21:05 K56+400 4248 蓝渝A64K69
D202150120008 2021-04-25T21:05 K56+400 5393 蓝渝F7W153
D202150120008 2021-04-25T21:05 K56+400 4426 蓝渝F80A58
D202150120008 2021-04-25T21:04 K56+400 4370 蓝渝DGE395
D202150120008 2021-04-25T21:04 K56+400 4390 NO
D202150120008 2021-04-25T21:04 K56+400 3281 NO
D202150120008 2021-04-25T21:04 K56+400 4353 蓝渝F72V03
D202150120008 2021-04-25T21:04 K56+400 4246 蓝渝F58M86
D202150120008 2021-04-25T21:04 K56+400 4128 蓝渝DAR287
D202150120008 2021-04-25T21:04 K56+400 4204 蓝渝F1W576
D202150120008 2021-04-25T21:04 K56+400 4057 蓝渝F167P2
D202150120008 2021-04-25T21:04 K56+400 3415 蓝渝F88W80
D202150120008 2021-04-25T21:03 K56+400 3919 蓝冀TE3S66
D202150120008 2021-04-25T21:03 K56+400 4262 蓝渝FBF325
D202150120008 2021-04-25T21:03 K56+400 4166 蓝渝F19S03
D202150120008 2021-04-25T21:03 K56+400 4261 NO
D202150120008 2021-04-25T21:03 K56+400 4492 蓝渝AT0399
D202150120008 2021-04-25T21:03 K56+400 3780 蓝渝A3RP57
D202150120008 2021-04-25T21:03 K56+400 4613 蓝粤F3G679
D202150120008 2021-04-25T21:03 K56+400 5156 蓝渝FEK258
D202150120008 2021-04-25T21:03 K56+400 4568 蓝渝FDY729
D202150120008 2021-04-25T21:03 K56+400 4568 蓝渝FNE339
D202150120008 2021-04-25T21:03 K56+400 4665 蓝渝AT366A
D202150120008 2021-04-25T21:03 K56+400 4174 蓝渝FKH199
D202150120008 2021-04-25T21:02 K56+400 4534 NO
D202150120008 2021-04-25T21:02 K56+400 4400 蓝渝F817A2
D202150120008 2021-04-25T21:02 K56+400 4458 NO
D202150120008 2021-04-25T21:02 K56+400 4177 蓝渝FRK999
D202150120008 2021-04-25T21:02 K56+400 4556 蓝渝FRT886
D202150120008 2021-04-25T21:02 K56+400 3706 蓝渝AP8W22
D202150120008 2021-04-25T21:02 K56+400 4297 蓝渝F16K29
D202150120008 2021-04-25T21:02 K56+400 4654 NO
D202150120008 2021-04-25T21:01 K56+400 3746 蓝渝F67T57
D202150120008 2021-04-25T21:01 K56+400 3449 NO
D202150120008 2021-04-25T21:01 K56+400 4456 NO
D202150120008 2021-04-25T21:00 K56+400 4527 蓝渝F60U93
D202150120008 2021-04-25T21:00 K56+400 4476 NO
D202150120008 2021-04-25T21:00 K56+400 4770 蓝渝F6W630
D202150120008 2021-04-25T21:00 K56+400 3810 NO
D202150120008 2021-04-25T21:00 K56+400 4562 NO
D202150120008 2021-04-25T21:00 K56+400 4101 蓝渝AL198L
D202150120008 2021-04-25T21:00 K56+400 3808 蓝渝FRJ456
D202150120008 2021-04-25T21:00 K56+400 3326 NO
D202150120008 2021-04-25T21:00 K56+400 4171 蓝渝AD8X61
D202150120008 2021-04-25T21:00 K56+400 5328 蓝晋KZG710
D202150120008 2021-04-25T21:00 K56+400 4375 蓝渝F8D552
D202150120008 2021-04-25T21:00 K56+400 4658 NO
D202150120008 2021-04-25T21:00 K56+400 4101 NO
D202150120008 2021-04-25T21:00 K56+400 3839 NO
D202150120008 2021-04-25T21:00 K56+400 4757 蓝渝F92R21
D202150120008 2021-04-25T21:00 K56+400 3968 NO
D202150120008 2021-04-25T20:59 K56+400 4295 蓝渝FFD067
D202150120008 2021-04-25T20:59 K56+400 3691 NO
D202150120008 2021-04-25T20:59 K56+400 4209 NO
D202150120008 2021-04-25T20:59 K56+400 3745 NO
D202150120008 2021-04-25T20:59 K56+400 3667 NO
D202150120008 2021-04-25T20:59 K56+400 4177 蓝渝AQ377U
D202150120008 2021-04-25T20:59 K56+400 4304 蓝渝FX3693
D202150120008 2021-04-25T20:59 K56+400 5682 蓝渝DLY917
D202150120008 2021-04-25T20:59 K56+400 4133 蓝渝FHH121
D202150120008 2021-04-25T20:59 K56+400 5003 NO
D202150120008 2021-04-25T20:59 K56+400 4807 蓝渝AX06N3
D202150120008 2021-04-25T20:59 K56+400 5572 蓝渝FBY234
D202150120008 2021-04-25T20:59 K56+400 3887 NO
D202150120008 2021-04-25T20:58 K56+400 5038 蓝渝FKE257
D202150120008 2021-04-25T20:58 K56+400 4221 NO
D202150120008 2021-04-25T20:58 K56+400 5371 蓝渝D908V0
D202150120008 2021-04-25T20:58 K56+400 4370 蓝渝F8X617
D202150120008 2021-04-25T20:58 K56+400 4096 蓝渝FE9702
D202150120008 2021-04-25T20:58 K56+400 4254 蓝渝AC99G7
D202150120008 2021-04-25T20:57 K56+400 4893 蓝渝FMH082
D202150120008 2021-04-25T20:57 K56+400 5406 蓝渝A855EA
D202150120008 2021-04-25T20:57 K56+400 5086 蓝渝F9X331
D202150120008 2021-04-25T20:57 K56+400 4759 蓝渝F156P2
D202150120008 2021-04-25T20:57 K56+400 3387 NO
D202150120008 2021-04-25T20:57 K56+400 3416 蓝渝F65Z57
D202150120008 2021-04-25T20:57 K56+400 4917 蓝渝FDG939
D202150120008 2021-04-25T20:57 K56+400 4492 蓝渝F30S31
D202150120008 2021-04-25T20:56 K56+400 4614 NO
D202150120008 2021-04-25T20:56 K56+400 4746 蓝渝F07167
D202150120008 2021-04-25T20:56 K56+400 4626 蓝渝BJD775
D202150120008 2021-04-25T20:56 K56+400 4805 蓝渝F16K02
